User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000017,P00019342,1,5,1,3,0,0,1,6.0,15.0,15872
1000017,P00100642,1,5,1,3,0,0,5,15.0,-2.0,8609
1000017,P00073842,1,5,1,3,0,0,1,15.0,17.0,15172
1000018,P00366542,0,1,3,2,3,0,5,-2.0,-2.0,1780
1000018,P00190742,0,1,3,2,3,0,3,4.0,9.0,10754
1000018,P00151842,0,1,3,2,3,0,4,8.0,9.0,2802
1000018,P00112642,0,1,3,2,3,0,1,2.0,5.0,19473
1000018,P00118442,0,1,3,2,3,0,1,2.0,-2.0,19672
1000018,P00034442,0,1,3,2,3,0,1,14.0,16.0,19313
1000018,P00222242,0,1,3,2,3,0,1,2.0,13.0,15182
1000018,P00118342,0,1,3,2,3,0,2,3.0,15.0,15985
1000018,P00324742,0,1,3,2,3,0,2,9.0,14.0,16454
1000018,P00190042,0,1,3,2,3,0,3,4.0,5.0,13551
1000018,P0094142,0,1,3,2,3,0,4,5.0,-2.0,697
1000018,P00138542,0,1,3,2,3,0,5,6.0,-2.0,7030
1000018,P00158542,0,1,3,2,3,0,5,6.0,13.0,5430
1000018,P00157542,0,1,3,2,3,0,8,14.0,-2.0,8011
1000018,P00044142,0,1,3,2,3,0,8,16.0,-2.0,5912
1000019,P00112542,1,0,10,1,3,0,1,11.0,15.0,7746
1000019,P00339542,1,0,10,1,3,0,1,-2.0,-2.0,19525
1000019,P00127842,1,0,10,1,3,0,1,2.0,15.0,11959
1000019,P00125942,1,0,10,1,3,0,1,2.0,15.0,19172
1000019,P00251342,1,0,10,1,3,0,5,11.0,-2.0,8773
1000019,P00249642,1,0,10,1,3,0,3,5.0,-2.0,11023
1000019,P00124842,1,0,10,1,3,0,11,-2.0,-2.0,4654
1000019,P00250642,1,0,10,1,3,0,11,-2.0,-2.0,4664
1000019,P00058142,1,0,10,1,3,0,3,4.0,12.0,8290
1000019,P00117442,1,0,10,1,3,0,5,14.0,-2.0,7011
1000019,P00251642,1,0,10,1,3,0,1,2.0,4.0,4211
1000019,P00244842,1,0,10,1,3,0,11,-2.0,-2.0,1539
1000021,P00220242,1,1,16,2,0,0,3,12.0,-2.0,3055
1000022,P00351142,1,1,15,1,4,0,1,8.0,17.0,12099
1000022,P00213242,1,1,15,1,4,0,5,8.0,-2.0,8797
1000022,P00195942,1,1,15,1,4,0,3,4.0,-2.0,10681
1000022,P00115642,1,1,15,1,4,0,8,14.0,-2.0,7801
1000022,P0098242,1,1,15,1,4,0,1,16.0,-2.0,15517
1000022,P00262242,1,1,15,1,4,0,1,11.0,16.0,12098
1000022,P00258742,1,1,15,1,4,0,5,-2.0,-2.0,6976
1000022,P00218242,1,1,15,1,4,0,5,8.0,-2.0,5384
1000022,P00021742,1,1,15,1,4,0,5,-2.0,-2.0,6973
1000022,P00313042,1,1,15,1,4,0,5,14.0,-2.0,5168
1000022,P00133742,1,1,15,1,4,0,5,14.0,-2.0,3449
1000022,P00077042,1,1,15,1,4,0,5,-2.0,-2.0,7177
1000022,P00280542,1,1,15,1,4,0,11,-2.0,-2.0,4570
1000022,P00225842,1,1,15,1,4,0,2,4.0,15.0,9564
1000023,P00278942,1,3,0,2,3,1,1,2.0,3.0,15766
1000023,P00004742,1,3,0,2,3,1,6,16.0,-2.0,8481
1000023,P00198042,1,3,0,2,3,1,11,16.0,-2.0,6108
1000023,P00177442,1,3,0,2,3,1,1,6.0,8.0,15354
1000023,P00000642,1,3,0,2,3,1,1,6.0,16.0,12015
1000023,P00288942,1,3,0,2,3,1,1,2.0,5.0,15371
1000023,P00270942,1,3,0,2,3,1,1,2.0,15.0,19239
1000023,P00345842,1,3,0,2,3,1,2,8.0,14.0,16137
1000023,P00032042,1,3,0,2,3,1,1,2.0,15.0,11887
1000023,P00313042,1,3,0,2,3,1,5,14.0,-2.0,5183
1000023,P00112342,1,3,0,2,3,1,13,16.0,-2.0,584
1000023,P00031842,1,3,0,2,3,1,1,5.0,12.0,7601
1000024,P00346642,0,2,7,1,3,1,8,-2.0,-2.0,2230
1000024,P00205642,0,2,7,1,3,1,5,8.0,-2.0,6940
1000024,P00248942,0,2,7,1,3,1,1,6.0,14.0,15774
1000025,P00206442,1,1,4,3,4,0,1,5.0,9.0,15361
1000025,P00046742,1,1,4,3,4,0,1,2.0,15.0,15770
1000025,P00120042,1,1,4,3,4,0,1,2.0,-2.0,18974
1000026,P00043242,1,2,7,2,2,1,5,-2.0,-2.0,1848
1000026,P00057242,1,2,7,2,2,1,5,-2.0,-2.0,3624
1000026,P00022842,1,2,7,2,2,1,5,-2.0,-2.0,5275
1000026,P00252042,1,2,7,2,2,1,5,14.0,-2.0,5356
1000026,P00042242,1,2,7,2,2,1,5,15.0,-2.0,5411
1000026,P00059542,1,2,7,2,2,1,2,4.0,-2.0,9734
1000026,P00346642,1,2,7,2,2,1,8,-2.0,-2.0,7814
1000026,P00021242,1,2,7,2,2,1,8,16.0,-2.0,6098
1000026,P00023042,1,2,7,2,2,1,5,14.0,-2.0,5195
1000026,P00144242,1,2,7,2,2,1,5,14.0,-2.0,5220
1000026,P00101342,1,2,7,2,2,1,6,8.0,-2.0,16093
1000026,P00289342,1,2,7,2,2,1,5,8.0,14.0,3702
1000027,P00281742,1,2,11,3,1,1,5,8.0,18.0,8696
1000027,P00266642,1,2,11,3,1,1,1,8.0,9.0,7730
1000027,P00323742,1,2,11,3,1,1,8,-2.0,-2.0,9836
1000027,P00116342,1,2,11,3,1,1,2,-2.0,-2.0,16500
1000027,P00117142,1,2,11,3,1,1,2,17.0,-2.0,15903
1000028,P00084442,0,2,1,3,2,1,13,16.0,-2.0,758
1000028,P00331542,0,2,1,3,2,1,5,8.0,-2.0,6904
1000028,P00118742,0,2,1,3,2,1,5,11.0,-2.0,8690
1000028,P00178942,0,2,1,3,2,1,5,8.0,-2.0,8624
1000028,P00026042,0,2,1,3,2,1,8,14.0,17.0,3904
1000029,P00233542,1,3,7,3,1,0,1,15.0,-2.0,19068
1000029,P00127242,1,3,7,3,1,0,1,16.0,-2.0,7963
1000029,P00349942,1,3,7,3,1,0,1,5.0,-2.0,15511
1000029,P00303342,1,3,7,3,1,0,1,16.0,-2.0,11859
1000030,P00051442,0,3,7,3,3,0,8,17.0,-2.0,9735
1000030,P00275642,0,3,7,3,3,0,8,-2.0,-2.0,4166
1000030,P00278642,0,3,7,3,3,0,5,-2.0,-2.0,6927
1000031,P00117442,1,6,7,3,2,0,5,14.0,-2.0,8596
1000031,P00322042,1,6,7,3,2,0,5,8.0,-2.0,5248
1000031,P00216342,1,6,7,3,2,0,3,4.0,5.0,10592
1000031,P00329342,1,6,7,3,2,0,5,-2.0,-2.0,3482
1000032,P00332342,0,2,0,3,3,1,5,8.0,-2.0,7134
1000033,P00285442,1,4,3,1,1,1,8,-2.0,-2.0,7854
1000033,P00111742,1,4,3,1,1,1,15,-2.0,-2.0,17391
1000033,P00293742,1,4,3,1,1,1,8,-2.0,-2.0,6074
1000033,P00032842,1,4,3,1,1,1,8,-2.0,-2.0,6119
1000033,P00216142,1,4,3,1,1,1,1,16.0,-2.0,15333
1000033,P00001642,1,4,3,1,1,1,8,16.0,-2.0,6129
1000033,P00351842,1,4,3,1,1,1,5,-2.0,-2.0,5265
1000033,P00145442,1,4,3,1,1,1,8,15.0,-2.0,7888
1000033,P00344242,1,4,3,1,1,1,8,10.0,-2.0,4035
1000033,P00327242,1,4,3,1,1,1,5,8.0,-2.0,5280
1000033,P00241142,1,4,3,1,1,1,8,-2.0,-2.0,7909
1000033,P00219242,1,4,3,1,1,1,4,5.0,-2.0,811
1000033,P00057342,1,4,3,1,1,1,4,5.0,-2.0,2846
1000033,P00165742,1,4,3,1,1,1,8,16.0,-2.0,7994
1000033,P00154642,1,4,3,1,1,1,8,-2.0,-2.0,3897
1000034,P00192942,0,1,0,1,0,0,5,-2.0,-2.0,6996
1000034,P00247042,0,1,0,1,0,0,5,14.0,-2.0,8593
1000034,P00150542,0,1,0,1,0,0,5,-2.0,-2.0,6917
1000034,P00347142,0,1,0,1,0,0,5,-2.0,-2.0,5329
1000034,P00326742,0,1,0,1,0,0,11,-2.0,-2.0,5942
1000034,P00085942,0,1,0,1,0,0,2,4.0,8.0,15895
1000034,P00330442,0,1,0,1,0,0,5,14.0,-2.0,7165
1000034,P00327842,0,1,0,1,0,0,8,16.0,-2.0,9846
1000034,P00218342,0,1,0,1,0,0,5,-2.0,-2.0,8701
1000034,P00259042,0,1,0,1,0,0,5,-2.0,-2.0,8757
1000035,P00102542,1,4,1,3,4,1,8,-2.0,-2.0,6109
1000035,P00285442,1,4,1,3,4,1,8,-2.0,-2.0,6139
1000035,P00121142,1,4,1,3,4,1,8,-2.0,-2.0,5897
1000035,P00228242,1,4,1,3,4,1,8,-2.0,-2.0,3990
1000035,P00129542,1,4,1,3,4,1,8,14.0,-2.0,6153
1000035,P00309542,1,4,1,3,4,1,5,14.0,-2.0,5319
1000035,P00106742,1,4,1,3,4,1,3,5.0,-2.0,10767
1000036,P00102642,1,2,3,2,0,0,4,8.0,9.0,2832
1000036,P00127442,1,2,3,2,0,0,1,2.0,15.0,8066
1000036,P00345642,1,2,3,2,0,0,1,15.0,16.0,15812
1000036,P00357842,1,2,3,2,0,0,5,-2.0,-2.0,6967
1000036,P00115342,1,2,3,2,0,0,5,8.0,14.0,6922
1000036,P00174442,1,2,3,2,0,0,5,-2.0,-2.0,8621
1000036,P00282642,1,2,3,2,0,0,5,-2.0,-2.0,7030
1000036,P00150542,1,2,3,2,0,0,5,-2.0,-2.0,7172
1000036,P00037142,1,2,3,2,0,0,1,2.0,5.0,15769
1000036,P00192042,1,2,3,2,0,0,5,9.0,14.0,6871
1000036,P00197542,1,2,3,2,0,0,5,-2.0,-2.0,7171
1000036,P00048742,1,2,3,2,0,0,5,-2.0,-2.0,7139
1000036,P00110142,1,2,3,2,0,0,7,-2.0,-2.0,16280
1000036,P00120842,1,2,3,2,0,0,8,17.0,-2.0,9894
1000036,P00267742,1,2,3,2,0,0,5,-2.0,-2.0,3664
1000036,P00086442,1,2,3,2,0,0,8,13.0,15.0,7869
1000036,P00331842,1,2,3,2,0,0,16,-2.0,-2.0,16866
1000036,P00288642,1,2,3,2,0,0,16,-2.0,-2.0,20442
1000036,P00318742,1,2,3,2,0,0,1,8.0,-2.0,11518
1000036,P00028442,1,2,3,2,0,0,1,8.0,16.0,15285
1000036,P00208342,1,2,3,2,0,0,1,16.0,-2.0,15524
1000036,P00193542,1,2,3,2,0,0,1,2.0,-2.0,19278
1000036,P00277442,1,2,3,2,0,0,1,6.0,15.0,15445
1000037,P00085242,0,2,9,3,1,0,8,14.0,17.0,8034
1000039,P00279442,1,1,4,2,2,0,16,-2.0,-2.0,12464
1000039,P00351142,1,1,4,2,2,0,1,8.0,17.0,15319
1000041,P00235242,0,1,4,3,3,0,8,-2.0,-2.0,5915
1000041,P00251542,0,1,4,3,3,0,11,16.0,-2.0,6025
1000042,P00046742,1,2,8,3,0,1,1,2.0,15.0,19433
1000042,P00003242,1,2,8,3,0,1,8,15.0,-2.0,6027
1000042,P00221542,1,2,8,3,0,1,5,15.0,-2.0,7040
1000042,P00142142,1,2,8,3,0,1,1,2.0,15.0,11965
1000042,P00044442,1,2,8,3,0,1,1,16.0,-2.0,15469
1000042,P00147742,1,2,8,3,0,1,1,16.0,-2.0,11925
1000042,P00030942,1,2,8,3,0,1,4,5.0,9.0,2826
1000042,P00288042,1,2,8,3,0,1,8,-2.0,-2.0,4013
1000042,P00313142,1,2,8,3,0,1,8,-2.0,-2.0,5914
1000042,P00195442,1,2,8,3,0,1,5,-2.0,-2.0,7176
1000043,P00255842,1,2,12,1,0,0,16,-2.0,-2.0,20961
1000044,P00112142,1,4,17,2,3,1,1,2.0,14.0,19072
1000044,P00120342,1,4,17,2,3,1,5,17.0,-2.0,7179
1000044,P00110542,1,4,17,2,3,1,8,-2.0,-2.0,7995
1000044,P00279942,1,4,17,2,3,1,8,-2.0,-2.0,4124
1000044,P00303742,1,4,17,2,3,1,8,-2.0,-2.0,7772
1000044,P00140742,1,4,17,2,3,1,1,15.0,-2.0,11799
1000044,P00190042,1,4,17,2,3,1,3,4.0,5.0,13251
1000044,P00316742,1,4,17,2,3,1,4,5.0,-2.0,3524
1000044,P00233542,1,4,17,2,3,1,1,15.0,-2.0,15853
1000044,P00115242,1,4,17,2,3,1,5,8.0,-2.0,1728
1000044,P00338442,1,4,17,2,3,1,1,16.0,-2.0,11693
1000044,P00302842,1,4,17,2,3,1,8,13.0,-2.0,7852
1000044,P00124842,1,4,17,2,3,1,11,-2.0,-2.0,1582
1000045,P00066442,0,4,16,1,1,1,5,14.0,-2.0,6950
1000045,P00273442,0,4,16,1,1,1,12,14.0,17.0,1414
1000045,P00210142,0,4,16,1,1,1,14,-2.0,-2.0,4325
1000045,P00212542,0,4,16,1,1,1,8,14.0,-2.0,4028
1000045,P00321742,0,4,16,1,1,1,5,8.0,17.0,3432
1000045,P00020042,0,4,16,1,1,1,5,8.0,-2.0,3715
1000045,P00051942,0,4,16,1,1,1,5,6.0,11.0,3540
1000045,P00251342,0,4,16,1,1,1,5,11.0,-2.0,5352
1000045,P00303542,0,4,16,1,1,1,5,-2.0,-2.0,1828
1000045,P00228142,0,4,16,1,1,1,5,-2.0,-2.0,7159
1000046,P00123142,1,1,19,3,4,0,11,-2.0,-2.0,7614
1000046,P00079542,1,1,19,3,4,0,5,8.0,-2.0,1784
1000046,P00103142,1,1,19,3,4,0,1,-2.0,-2.0,3978
1000046,P00305542,1,1,19,3,4,0,11,-2.0,-2.0,7478
1000047,P00031042,1,1,4,3,4,1,8,-2.0,-2.0,8043
1000047,P00260042,1,1,4,3,4,1,5,8.0,-2.0,6912
1000048,P00055642,1,2,4,2,3,1,4,5.0,-2.0,1447
1000048,P00312742,1,2,4,2,3,1,15,-2.0,-2.0,4338
1000048,P00010742,1,2,4,2,3,1,1,8.0,17.0,19352
1000048,P00147742,1,2,4,2,3,1,1,16.0,-2.0,11420
1000048,P00303742,1,2,4,2,3,1,8,-2.0,-2.0,5897
1000048,P00223242,1,2,4,2,3,1,5,14.0,-2.0,7048
1000048,P00114942,1,2,4,2,3,1,1,15.0,16.0,15783
1000048,P00277442,1,2,4,2,3,1,1,6.0,15.0,11396
1000048,P00183242,1,2,4,2,3,1,5,15.0,-2.0,5180
1000048,P00030842,1,2,4,2,3,1,1,2.0,15.0,15549
1000048,P00220142,1,2,4,2,3,1,1,15.0,-2.0,11935
1000048,P00130442,1,2,4,2,3,1,3,5.0,-2.0,8091
1000048,P00323042,1,2,4,2,3,1,5,-2.0,-2.0,7001
1000048,P00344742,1,2,4,2,3,1,5,-2.0,-2.0,1747
1000048,P00182442,1,2,4,2,3,1,5,11.0,-2.0,5252
1000048,P00015342,1,2,4,2,3,1,2,4.0,-2.0,6407
1000048,P00113242,1,2,4,2,3,1,1,6.0,8.0,15466
1000048,P00288042,1,2,4,2,3,1,8,-2.0,-2.0,7781
1000048,P00103042,1,2,4,2,3,1,1,14.0,-2.0,15849
1000048,P00187842,1,2,4,2,3,1,1,16.0,-2.0,11430
1000048,P00162442,1,2,4,2,3,1,1,16.0,-2.0,11404
1000048,P00078542,1,2,4,2,3,1,1,2.0,16.0,11853
1000048,P0094142,1,2,4,2,3,1,4,5.0,-2.0,1446
1000048,P00324442,1,2,4,2,3,1,11,13.0,16.0,3101
1000048,P00041642,1,2,4,2,3,1,5,-2.0,-2.0,3694
1000048,P00050542,1,2,4,2,3,1,5,-2.0,-2.0,3696
1000048,P00006442,1,2,4,2,3,1,5,-2.0,-2.0,3580
1000049,P00051442,1,1,12,3,4,1,8,17.0,-2.0,9879
1000049,P00350942,1,1,12,3,4,1,3,4.0,5.0,10783
1000049,P00000142,1,1,12,3,4,1,3,4.0,5.0,13353
1000049,P00127242,1,1,12,3,4,1,1,16.0,-2.0,15715
1000049,P00034042,1,1,12,3,4,1,1,2.0,16.0,11463
1000049,P00143142,1,1,12,3,4,1,8,14.0,-2.0,7763
1000050,P00317942,0,2,2,1,1,1,8,16.0,-2.0,5878
1000050,P00335542,0,2,2,1,1,1,8,-2.0,-2.0,5845
1000051,P00361842,0,0,10,3,2,0,15,16.0,-2.0,17271
1000052,P00147942,1,1,4,3,0,0,1,16.0,-2.0,15244
1000052,P00000642,1,1,4,3,0,0,1,6.0,16.0,19060
1000052,P00037142,1,1,4,3,0,0,1,2.0,5.0,15772
1000052,P00028042,1,1,4,3,0,0,1,16.0,-2.0,8159
1000053,P00117542,1,2,0,2,1,0,18,-2.0,-2.0,3794
1000053,P00120342,1,2,0,2,1,0,5,17.0,-2.0,8637
1000053,P00130742,1,2,0,2,1,0,1,14.0,17.0,19251
1000053,P00024142,1,2,0,2,1,0,8,9.0,14.0,10021
1000053,P00127242,1,2,0,2,1,0,1,16.0,-2.0,15734
1000053,P00209742,1,2,0,2,1,0,1,11.0,15.0,19662
1000053,P00160042,1,2,0,2,1,0,1,13.0,16.0,19416
1000053,P00042342,1,2,0,2,1,0,8,16.0,-2.0,5996
1000053,P00016542,1,2,0,2,1,0,1,6.0,16.0,11937
1000053,P00016742,1,2,0,2,1,0,1,15.0,16.0,15859
1000053,P00227642,1,2,0,2,1,0,1,5.0,14.0,11723
1000053,P00146142,1,2,0,2,1,0,1,2.0,15.0,11793
1000053,P00070542,1,2,0,2,1,0,3,15.0,-2.0,13689
1000053,P00129842,1,2,0,2,1,0,6,8.0,15.0,16306
1000053,P00243942,1,2,0,2,1,0,1,2.0,15.0,19171
1000053,P00246742,1,2,0,2,1,0,11,15.0,-2.0,1629
1000053,P00310142,1,2,0,2,1,0,5,15.0,-2.0,6931
1000053,P00244142,1,2,0,2,1,0,1,2.0,15.0,12004
1000053,P00085442,1,2,0,2,1,0,12,14.0,-2.0,1752
1000053,P00190142,1,2,0,2,1,0,3,4.0,5.0,10766
1000053,P00109242,1,2,0,2,1,0,6,8.0,10.0,20529
1000053,P00089342,1,2,0,2,1,0,8,-2.0,-2.0,9856
1000053,P00288542,1,2,0,2,1,0,8,-2.0,-2.0,8000
1000053,P00212242,1,2,0,2,1,0,8,-2.0,-2.0,10038
1000053,P00319342,1,2,0,2,1,0,5,8.0,-2.0,8685
1000053,P00302942,1,2,0,2,1,0,8,-2.0,-2.0,7796
1000053,P00145942,1,2,0,2,1,0,6,8.0,13.0,20474
1000053,P00026342,1,2,0,2,1,0,8,-2.0,-2.0,7820
1000053,P00148842,1,2,0,2,1,0,6,8.0,16.0,16477
1000054,P00299842,1,5,1,3,4,1,8,-2.0,-2.0,6198
1000054,P00313342,1,5,1,3,4,1,5,-2.0,-2.0,5185
1000056,P00102442,1,3,20,3,0,1,8,-2.0,-2.0,5980
1000056,P00237542,1,3,20,3,0,1,1,15.0,16.0,11370
1000056,P00213742,1,3,20,3,0,1,8,-2.0,-2.0,9834
1000056,P0099342,1,3,20,3,0,1,5,8.0,-2.0,2012
1000057,P00171542,1,1,19,3,2,0,2,5.0,14.0,3581
1000057,P00135742,1,1,19,3,2,0,6,8.0,-2.0,12131
1000057,P00350342,1,1,19,3,2,0,1,6.0,-2.0,4290
1000058,P00110742,1,2,2,2,3,0,1,2.0,8.0,15824
1000058,P00117642,1,2,2,2,3,0,10,16.0,-2.0,23603
1000058,P00114142,1,2,2,2,3,0,8,-2.0,-2.0,9940
1000058,P00119142,1,2,2,2,3,0,3,4.0,12.0,13557
1000058,P00280742,1,2,2,2,3,0,6,8.0,-2.0,16420
1000058,P00271142,1,2,2,2,3,0,5,-2.0,-2.0,8842
1000058,P00348242,1,2,2,2,3,0,8,-2.0,-2.0,7959
1000058,P00003942,1,2,2,2,3,0,5,14.0,-2.0,6987
1000058,P00282642,1,2,2,2,3,0,5,-2.0,-2.0,6855
1000058,P00288642,1,2,2,2,3,0,16,-2.0,-2.0,16579
1000058,P00151742,1,2,2,2,3,0,8,15.0,16.0,5851
1000058,P00244142,1,2,2,2,3,0,1,2.0,15.0,8147
1000058,P00050642,1,2,2,2,3,0,15,16.0,-2.0,12850
1000059,P00114742,0,5,1,2,4,1,8,-2.0,-2.0,5899
1000059,P00113942,0,5,1,2,4,1,8,-2.0,-2.0,3993
1000059,P00120942,0,5,1,2,4,1,8,-2.0,-2.0,8084
1000059,P00083842,0,5,1,2,4,1,5,14.0,-2.0,7159
1000059,P00148642,0,5,1,2,4,1,6,10.0,13.0,12014
1000059,P00317842,0,5,1,2,4,1,8,-2.0,-2.0,8007
1000059,P00030642,0,5,1,2,4,1,8,-2.0,-2.0,6141
1000059,P00273642,0,5,1,2,4,1,8,14.0,-2.0,9695
1000059,P00002542,0,5,1,2,4,1,8,14.0,-2.0,5900
1000059,P00331642,0,5,1,2,4,1,12,-2.0,-2.0,1384
1000059,P00331242,0,5,1,2,4,1,12,17.0,-2.0,1432
1000059,P0096442,0,5,1,2,4,1,4,5.0,12.0,2074
1000059,P00050242,0,5,1,2,4,1,8,-2.0,-2.0,7864
1000059,P00131942,0,5,1,2,4,1,7,-2.0,-2.0,8784
1000059,P00010742,0,5,1,2,4,1,1,8.0,17.0,7988
1000060,P00150542,1,5,1,3,1,1,5,-2.0,-2.0,2048
1000060,P00132042,1,5,1,3,1,1,13,16.0,-2.0,742
1000061,P00334242,1,2,17,3,1,0,1,8.0,-2.0,15365
1000062,P00013742,0,3,3,1,1,0,5,-2.0,-2.0,5234
1000062,P00036842,0,3,3,1,1,0,1,14.0,16.0,11694
1000062,P00119342,0,3,3,1,1,0,10,13.0,-2.0,23792
1000062,P00182142,0,3,3,1,1,0,1,5.0,6.0,15654
1000062,P00188942,0,3,3,1,1,0,8,-2.0,-2.0,9844
1000062,P00203142,0,3,3,1,1,0,16,-2.0,-2.0,16698
1000062,P00320442,0,3,3,1,1,0,6,10.0,-2.0,15957
1000062,P00121642,0,3,3,1,1,0,5,14.0,-2.0,8599
1000062,P00289542,0,3,3,1,1,0,8,-2.0,-2.0,8138
1000062,P00329742,0,3,3,1,1,0,6,16.0,-2.0,12422
1000062,P00326642,0,3,3,1,1,0,8,-2.0,-2.0,7766
1000062,P00346142,0,3,3,1,1,0,1,15.0,-2.0,15208
1000062,P00336142,0,3,3,1,1,0,5,12.0,-2.0,5284
1000062,P00111442,0,3,3,1,1,0,8,-2.0,-2.0,7965
1000062,P00087242,0,3,3,1,1,0,14,-2.0,-2.0,11279
1000063,P00234742,1,1,4,3,2,0,8,-2.0,-2.0,5881
1000063,P00021742,1,1,4,3,2,0,5,-2.0,-2.0,8587
1000063,P00090842,1,1,4,3,2,0,11,15.0,-2.0,7552
1000063,P00214542,1,1,4,3,2,0,8,-2.0,-2.0,2226
1000064,P00110942,1,1,1,1,1,1,1,2.0,-2.0,19462
1000065,P00289942,1,3,12,3,2,1,3,4.0,5.0,13253
1000065,P00147942,1,3,12,3,2,1,1,16.0,-2.0,19420
